state,district,month,recommendations
Madhya Pradesh,Dewas,2025-12-01,Maintain Current Operations
Madhya Pradesh,Dhar,2025-12-01,Maintain Current Operations
Madhya Pradesh,Dindori,2025-12-01,Maintain Current Operations
Madhya Pradesh,East Nimar,2025-12-01,Maintain Current Operations
Madhya Pradesh,Guna,2025-12-01,Maintain Current Operations
Madhya Pradesh,Gwalior,2025-12-01,Maintain Current Operations
Madhya Pradesh,Harda,2025-12-01,Maintain Current Operations
Madhya Pradesh,Harda *,2025-12-01,Maintain Current Operations
Madhya Pradesh,Hoshangabad,2025-12-01,Maintain Current Operations
Madhya Pradesh,Indore,2025-12-01,Maintain Current Operations
Madhya Pradesh,Jabalpur,2025-12-01,Maintain Current Operations
Madhya Pradesh,Jhabua,2025-12-01,Maintain Current Operations
Madhya Pradesh,Katni,2025-12-01,Maintain Current Operations
Madhya Pradesh,Khandwa,2025-12-01,Maintain Current Operations
Madhya Pradesh,Khargone,2025-12-01,Maintain Current Operations
Madhya Pradesh,Maihar,2025-12-01,Maintain Current Operations
Madhya Pradesh,Mandla,2025-12-01,Maintain Current Operations
Madhya Pradesh,Mandsaur,2025-12-01,Maintain Current Operations
Madhya Pradesh,Mauganj,2025-12-01,Maintain Current Operations
Madhya Pradesh,Morena,2025-12-01,Maintain Current Operations
Madhya Pradesh,Narmadapuram,2025-12-01,Maintain Current Operations
Madhya Pradesh,Narsimhapur,2025-12-01,Maintain Current Operations
Madhya Pradesh,Narsinghpur,2025-12-01,Maintain Current Operations
Madhya Pradesh,Neemuch,2025-12-01,Maintain Current Operations
Madhya Pradesh,Niwari,2025-12-01,Maintain Current Operations
Madhya Pradesh,Pandhurna,2025-12-01,Maintain Current Operations
Madhya Pradesh,Panna,2025-12-01,Maintain Current Operations
Madhya Pradesh,Raisen,2025-12-01,Maintain Current Operations
Madhya Pradesh,Rajgarh,2025-12-01,Maintain Current Operations
Madhya Pradesh,Ratlam,2025-12-01,Maintain Current Operations
Madhya Pradesh,Rewa,2025-12-01,Maintain Current Operations
Madhya Pradesh,Sagar,2025-12-01,Maintain Current Operations
Madhya Pradesh,Satna,2025-12-01,Maintain Current Operations
Madhya Pradesh,Sehore,2025-12-01,Maintain Current Operations
Madhya Pradesh,Seoni,2025-12-01,Maintain Current Operations
Madhya Pradesh,Shahdol,2025-12-01,Maintain Current Operations
Madhya Pradesh,Shajapur,2025-12-01,Maintain Current Operations
Madhya Pradesh,Sheopur,2025-12-01,Maintain Current Operations
Madhya Pradesh,Shivpuri,2025-12-01,Maintain Current Operations
Madhya Pradesh,Sidhi,2025-12-01,Maintain Current Operations
Madhya Pradesh,Singrauli,2025-12-01,Maintain Current Operations
Madhya Pradesh,Tikamgarh,2025-12-01,Maintain Current Operations
Madhya Pradesh,Ujjain,2025-12-01,Maintain Current Operations
Madhya Pradesh,Umaria,2025-12-01,Maintain Current Operations
Madhya Pradesh,Vidisha,2025-12-01,Maintain Current Operations
Madhya Pradesh,West Nimar,2025-12-01,Maintain Current Operations
Maharashtra,Ahilyanagar,2025-12-01,Maintain Current Operations
Maharashtra,Ahmadnagar,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load)
Maharashtra,Ahmed Nagar,2025-12-01,Maintain Current Operations
Maharashtra,Akola,2025-12-01,Maintain Current Operations
Maharashtra,Amravati,2025-12-01,Maintain Current Operations
Maharashtra,Aurangabad,2025-12-01,Maintain Current Operations
Maharashtra,Beed,2025-12-01,Maintain Current Operations
Maharashtra,Bhandara,2025-12-01,Maintain Current Operations
Maharashtra,Bid,2025-12-01,Maintain Current Operations
Maharashtra,Buldana,2025-12-01,Maintain Current Operations
Maharashtra,Buldhana,2025-12-01,Maintain Current Operations
Maharashtra,Chandrapur,2025-12-01,Maintain Current Operations
Maharashtra,Chatrapati Sambhaji Nagar,2025-12-01,Maintain Current Operations
Maharashtra,Chhatrapati Sambhajinagar,2025-12-01,Maintain Current Operations
Maharashtra,Dharashiv,2025-12-01,Maintain Current Operations
Maharashtra,Dhule,2025-12-01,Maintain Current Operations
Maharashtra,Dist : Thane,2025-12-01,Maintain Current Operations
Maharashtra,Gadchiroli,2025-12-01,Maintain Current Operations
Maharashtra,Gondia,2025-12-01,Maintain Current Operations
Maharashtra,Gondiya,2025-12-01,Maintain Current Operations
Maharashtra,Gondiya *,2025-12-01,Maintain Current Operations
Maharashtra,Hingoli,2025-12-01,Maintain Current Operations
Maharashtra,Hingoli *,2025-12-01,Maintain Current Operations
Maharashtra,Jalgaon,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load)
Maharashtra,Jalna,2025-12-01,Maintain Current Operations
Maharashtra,Kolhapur,2025-12-01,Maintain Current Operations
Maharashtra,Latur,2025-12-01,Maintain Current Operations
Maharashtra,Mumbai,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load)
Maharashtra,Mumbai City,2025-12-01,Maintain Current Operations
Maharashtra,Mumbai Suburban,2025-12-01,Maintain Current Operations
Maharashtra,Mumbai( Sub Urban ),2025-12-01,Maintain Current Operations
Maharashtra,Nagpur,2025-12-01,Maintain Current Operations
Maharashtra,Nanded,2025-12-01,Maintain Current Operations
Maharashtra,Nandurbar,2025-12-01,Maintain Current Operations
Maharashtra,Nandurbar *,2025-12-01,Maintain Current Operations
Maharashtra,Nashik,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load)
Maharashtra,Osmanabad,2025-12-01,Maintain Current Operations
Maharashtra,Palghar,2025-12-01,Maintain Current Operations
Maharashtra,Parbhani,2025-12-01,Maintain Current Operations
Maharashtra,Pune,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load); Increase Demographic Update Capacity (High Correction Volume); URGENT: Allocate Special Budget for Capacity Expansion
Maharashtra,Raigad,2025-12-01,Maintain Current Operations
Maharashtra,Raigarh,2025-12-01,Maintain Current Operations
Maharashtra,Raigarh(Mh),2025-12-01,Maintain Current Operations
Maharashtra,Ratnagiri,2025-12-01,Maintain Current Operations
Maharashtra,Sangli,2025-12-01,Maintain Current Operations
Maharashtra,Satara,2025-12-01,Maintain Current Operations
Maharashtra,Sindhudurg,2025-12-01,Maintain Current Operations
Maharashtra,Solapur,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load)
Maharashtra,Thane,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load); Increase Demographic Update Capacity (High Correction Volume)
Maharashtra,Wardha,2025-12-01,Maintain Current Operations
Maharashtra,Washim,2025-12-01,Maintain Current Operations
Maharashtra,Washim *,2025-12-01,Maintain Current Operations
Maharashtra,Yavatmal,2025-12-01,Maintain Current Operations
Manipur,Bishnupur,2025-12-01,Maintain Current Operations
Manipur,Chandel,2025-12-01,Maintain Current Operations
Manipur,Churachandpur,2025-12-01,Maintain Current Operations
Manipur,Imphal East,2025-12-01,Maintain Current Operations
Manipur,Imphal West,2025-12-01,Maintain Current Operations
Manipur,Jiribam,2025-12-01,Maintain Current Operations
Manipur,Kakching,2025-12-01,Maintain Current Operations
Manipur,Kangpokpi,2025-12-01,Maintain Current Operations
Manipur,Pherzawl,2025-12-01,Maintain Current Operations
Manipur,Senapati,2025-12-01,Maintain Current Operations
Manipur,Tamenglong,2025-12-01,Maintain Current Operations
Manipur,Thoubal,2025-12-01,Maintain Current Operations
Manipur,Ukhrul,2025-12-01,Maintain Current Operations
Meghalaya,East Garo Hills,2025-12-01,Maintain Current Operations
Meghalaya,East Jaintia Hills,2025-12-01,Maintain Current Operations
Meghalaya,East Khasi Hills,2025-12-01,Maintain Current Operations
Meghalaya,Eastern West Khasi Hills,2025-12-01,Maintain Current Operations
Meghalaya,Jaintia Hills,2025-12-01,Maintain Current Operations
Meghalaya,North Garo Hills,2025-12-01,Maintain Current Operations
Meghalaya,Ri Bhoi,2025-12-01,Maintain Current Operations
Meghalaya,South Garo Hills,2025-12-01,Maintain Current Operations
Meghalaya,South West Garo Hills,2025-12-01,Maintain Current Operations
Meghalaya,South West Khasi Hills,2025-12-01,Maintain Current Operations
Meghalaya,West Garo Hills,2025-12-01,Maintain Current Operations
Meghalaya,West Jaintia Hills,2025-12-01,Maintain Current Operations
Meghalaya,West Khasi Hills,2025-12-01,Maintain Current Operations
Mizoram,Aizawl,2025-12-01,Maintain Current Operations
Mizoram,Champhai,2025-12-01,Maintain Current Operations
Mizoram,Hnahthial,2025-12-01,Maintain Current Operations
Mizoram,Khawzawl,2025-12-01,Maintain Current Operations
Mizoram,Kolasib,2025-12-01,Maintain Current Operations
Mizoram,Lawngtlai,2025-12-01,Maintain Current Operations
Mizoram,Lunglei,2025-12-01,Maintain Current Operations
Mizoram,Mamit,2025-12-01,Maintain Current Operations
Mizoram,Mammit,2025-12-01,Maintain Current Operations
Mizoram,Saiha,2025-12-01,Maintain Current Operations
Mizoram,Saitual,2025-12-01,Maintain Current Operations
Mizoram,Serchhip,2025-12-01,Maintain Current Operations
Nagaland,Chumukedima,2025-12-01,Maintain Current Operations
Nagaland,Dimapur,2025-12-01,Maintain Current Operations
Nagaland,Kiphire,2025-12-01,Maintain Current Operations
Nagaland,Kohima,2025-12-01,Maintain Current Operations
Nagaland,Longleng,2025-12-01,Maintain Current Operations
Nagaland,Meluri,2025-12-01,Maintain Current Operations
Nagaland,Mokokchung,2025-12-01,Maintain Current Operations
Nagaland,Mon,2025-12-01,Maintain Current Operations
Nagaland,Niuland,2025-12-01,Maintain Current Operations
Nagaland,Noklak,2025-12-01,Maintain Current Operations
Nagaland,Peren,2025-12-01,Maintain Current Operations
Nagaland,Phek,2025-12-01,Maintain Current Operations
Nagaland,Shamator,2025-12-01,Maintain Current Operations
Nagaland,Tseminyu,2025-12-01,Maintain Current Operations
Nagaland,Tuensang,2025-12-01,Maintain Current Operations
Nagaland,Wokha,2025-12-01,Maintain Current Operations
Nagaland,Zunheboto,2025-12-01,Maintain Current Operations
Odisha,Angul,2025-12-01,Maintain Current Operations
Odisha,Anugal,2025-12-01,Maintain Current Operations
Odisha,Anugul,2025-12-01,Maintain Current Operations
Odisha,Balangir,2025-12-01,Maintain Current Operations
Odisha,Baleshwar,2025-12-01,Maintain Current Operations
Odisha,Baleswar,2025-12-01,Maintain Current Operations
Odisha,Balianta,2025-12-01,Maintain Current Operations
Odisha,Bargarh,2025-12-01,Maintain Current Operations
Odisha,Baudh,2025-12-01,Maintain Current Operations
Odisha,Bhadrak,2025-12-01,Maintain Current Operations
Odisha,Bhadrak(R),2025-12-01,Maintain Current Operations
Odisha,Boudh,2025-12-01,Maintain Current Operations
Odisha,Cuttack,2025-12-01,Maintain Current Operations
Odisha,Debagarh,2025-12-01,Maintain Current Operations
Odisha,Dhenkanal,2025-12-01,Maintain Current Operations
Odisha,Gajapati,2025-12-01,Maintain Current Operations
Odisha,Ganjam,2025-12-01,Maintain Current Operations
Odisha,Jagatsinghapur,2025-12-01,Maintain Current Operations
Odisha,Jagatsinghpur,2025-12-01,Maintain Current Operations
Odisha,Jajapur,2025-12-01,Maintain Current Operations
Odisha,Jajpur,2025-12-01,Maintain Current Operations
Odisha,Jharsuguda,2025-12-01,Maintain Current Operations
Odisha,Kalahandi,2025-12-01,Maintain Current Operations
Odisha,Kandhamal,2025-12-01,Maintain Current Operations
Odisha,Kendrapara,2025-12-01,Maintain Current Operations
Odisha,Kendujhar,2025-12-01,Maintain Current Operations
Odisha,Khorda,2025-12-01,Maintain Current Operations
Odisha,Khordha,2025-12-01,Maintain Current Operations
Odisha,Khordha  *,2025-12-01,Maintain Current Operations
Odisha,Koraput,2025-12-01,Maintain Current Operations
Odisha,Malkangiri,2025-12-01,Maintain Current Operations
Odisha,Mayurbhanj,2025-12-01,Maintain Current Operations
Odisha,Nabarangapur,2025-12-01,Maintain Current Operations
Odisha,Nayagarh,2025-12-01,Maintain Current Operations
Odisha,Nuapada,2025-12-01,Maintain Current Operations
Odisha,Puri,2025-12-01,Maintain Current Operations
Odisha,Rayagada,2025-12-01,Maintain Current Operations
Odisha,Sambalpur,2025-12-01,Maintain Current Operations
Odisha,Sonapur,2025-12-01,Maintain Current Operations
Odisha,Subarnapur,2025-12-01,Maintain Current Operations
Odisha,Sundargarh,2025-12-01,Maintain Current Operations
Odisha,Sundergarh,2025-12-01,Maintain Current Operations
Puducherry,Karaikal,2025-12-01,Maintain Current Operations
Puducherry,Pondicherry,2025-12-01,Maintain Current Operations
Puducherry,Puducherry,2025-12-01,Maintain Current Operations
Puducherry,Viluppuram,2025-12-01,Maintain Current Operations
Puducherry,Yanam,2025-12-01,Maintain Current Operations
Punjab,Amritsar,2025-12-01,Maintain Current Operations
Punjab,Barnala,2025-12-01,Maintain Current Operations
Punjab,Bathinda,2025-12-01,Maintain Current Operations
Punjab,Faridkot,2025-12-01,Maintain Current Operations
Punjab,Fatehgarh Sahib,2025-12-01,Maintain Current Operations
Punjab,Fazilka,2025-12-01,Maintain Current Operations
Punjab,Ferozepur,2025-12-01,Maintain Current Operations
Punjab,Firozpur,2025-12-01,Maintain Current Operations
Punjab,Gurdaspur,2025-12-01,Maintain Current Operations
Punjab,Hoshiarpur,2025-12-01,Maintain Current Operations
Punjab,Jalandhar,2025-12-01,Maintain Current Operations
Punjab,Kapurthala,2025-12-01,Maintain Current Operations
Punjab,Ludhiana,2025-12-01,Maintain Current Operations
Punjab,Malerkotla,2025-12-01,Maintain Current Operations
Punjab,Mansa,2025-12-01,Maintain Current Operations
Punjab,Moga,2025-12-01,Maintain Current Operations
Punjab,Muktsar,2025-12-01,Maintain Current Operations
Punjab,Nawanshahr,2025-12-01,Maintain Current Operations
Punjab,Pathankot,2025-12-01,Maintain Current Operations
Punjab,Patiala,2025-12-01,Maintain Current Operations
Punjab,Rupnagar,2025-12-01,Maintain Current Operations
Punjab,S.A.S Nagar(Mohali),2025-12-01,Maintain Current Operations
Punjab,Sangrur,2025-12-01,Maintain Current Operations
Punjab,Sas Nagar (Mohali),2025-12-01,Maintain Current Operations
Punjab,Shaheed Bhagat Singh Nagar,2025-12-01,Maintain Current Operations
Punjab,Sri Muktsar Sahib,2025-12-01,Maintain Current Operations
Punjab,Tarn Taran,2025-12-01,Maintain Current Operations
Rajasthan,Ajmer,2025-12-01,Maintain Current Operations
Rajasthan,Alwar,2025-12-01,Maintain Current Operations
Rajasthan,Balotra,2025-12-01,Maintain Current Operations
Rajasthan,Banswara,2025-12-01,Maintain Current Operations
Rajasthan,Baran,2025-12-01,Maintain Current Operations
Rajasthan,Barmer,2025-12-01,Maintain Current Operations
Rajasthan,Beawar,2025-12-01,Maintain Current Operations
Rajasthan,Bharatpur,2025-12-01,Maintain Current Operations
Rajasthan,Bhilwara,2025-12-01,Maintain Current Operations
Rajasthan,Bikaner,2025-12-01,Maintain Current Operations
Rajasthan,Bundi,2025-12-01,Maintain Current Operations
Rajasthan,Chittaurgarh,2025-12-01,Maintain Current Operations
Rajasthan,Chittorgarh,2025-12-01,Maintain Current Operations
Rajasthan,Churu,2025-12-01,Maintain Current Operations
Rajasthan,Dausa,2025-12-01,Maintain Current Operations
Rajasthan,Deeg,2025-12-01,Maintain Current Operations
Rajasthan,Dhaulpur,2025-12-01,Maintain Current Operations
Rajasthan,Dholpur,2025-12-01,Maintain Current Operations
Rajasthan,Didwana-Kuchaman,2025-12-01,Maintain Current Operations
Rajasthan,Dungarpur,2025-12-01,Maintain Current Operations
Rajasthan,Ganganagar,2025-12-01,Maintain Current Operations
Rajasthan,Hanumangarh,2025-12-01,Maintain Current Operations
Rajasthan,Jaipur,2025-12-01,Initiate School/Center-based Biometric Update Drive (High Bio Load)
Rajasthan,Jaisalmer,2025-12-01,Maintain Current Operations
Rajasthan,Jalor,2025-12-01,Maintain Current Operations
Rajasthan,Jalore,2025-12-01,Maintain Current Operations
Rajasthan,Jhalawar,2025-12-01,Maintain Current Operations
Rajasthan,Jhunjhunu,2025-12-01,Maintain Current Operations
Rajasthan,Jhunjhunun,2025-12-01,Maintain Current Operations
Rajasthan,Jodhpur,2025-12-01,Maintain Current Operations
Rajasthan,Karauli,2025-12-01,Maintain Current Operations
Rajasthan,Khairthal-Tijara,2025-12-01,Maintain Current Operations
Rajasthan,Kota,2025-12-01,Maintain Current Operations
Rajasthan,Kotputli-Behror,2025-12-01,Maintain Current Operations
Rajasthan,Nagaur,2025-12-01,Maintain Current Operations
Rajasthan,Pali,2025-12-01,Maintain Current Operations
Rajasthan,Phalodi,2025-12-01,Maintain Current Operations
Rajasthan,Pratapgarh,2025-12-01,Maintain Current Operations
Rajasthan,Rajsamand,2025-12-01,Maintain Current Operations
Rajasthan,Salumbar,2025-12-01,Maintain Current Operations
Rajasthan,Sawai Madhopur,2025-12-01,Maintain Current Operations
Rajasthan,Sikar,2025-12-01,Maintain Current Operations
Rajasthan,Sirohi,2025-12-01,Maintain Current Operations
Rajasthan,Tonk,2025-12-01,Maintain Current Operations
Rajasthan,Udaipur,2025-12-01,Maintain Current Operations
Sikkim,East,2025-12-01,Maintain Current Operations
Sikkim,East Sikkim,2025-12-01,Maintain Current Operations
Sikkim,Mangan,2025-12-01,Maintain Current Operations
Sikkim,Namchi,2025-12-01,Maintain Current Operations
Sikkim,North,2025-12-01,Maintain Current Operations
Sikkim,North Sikkim,2025-12-01,Maintain Current Operations
Sikkim,South,2025-12-01,Maintain Current Operations
Sikkim,South Sikkim,2025-12-01,Maintain Current Operations
Sikkim,West,2025-12-01,Maintain Current Operations
Sikkim,West Sikkim,2025-12-01,Maintain Current Operations
Tamil Nadu,Ariyalur,2025-12-01,Maintain Current Operations
Tamil Nadu,Chengalpattu,2025-12-01,Maintain Current Operations
Tamil Nadu,Chennai,2025-12-01,Maintain Current Operations
Tamil Nadu,Coimbatore,2025-12-01,Maintain Current Operations
Tamil Nadu,Cuddalore,2025-12-01,Maintain Current Operations
Tamil Nadu,Dharmapuri,2025-12-01,Maintain Current Operations
Tamil Nadu,Dindigul,2025-12-01,Maintain Current Operations
Tamil Nadu,Erode,2025-12-01,Maintain Current Operations
Tamil Nadu,Kallakurichi,2025-12-01,Maintain Current Operations
Tamil Nadu,Kancheepuram,2025-12-01,Maintain Current Operations
Tamil Nadu,Kanchipuram,2025-12-01,Maintain Current Operations
Tamil Nadu,Kanniyakumari,2025-12-01,Maintain Current Operations
Tamil Nadu,Kanyakumari,2025-12-01,Maintain Current Operations
Tamil Nadu,Karur,2025-12-01,Maintain Current Operations
Tamil Nadu,Krishnagiri,2025-12-01,Maintain Current Operations
Tamil Nadu,Madurai,2025-12-01,Maintain Current Operations
Tamil Nadu,Mayiladuthurai,2025-12-01,Maintain Current Operations
Tamil Nadu,Nagapattinam,2025-12-01,Maintain Current Operations
Tamil Nadu,Namakkal,2025-12-01,Maintain Current Operations
Tamil Nadu,Perambalur,2025-12-01,Maintain Current Operations
Tamil Nadu,Pudukkottai,2025-12-01,Maintain Current Operations
Tamil Nadu,Ramanathapuram,2025-12-01,Maintain Current Operations
Tamil Nadu,Ranipet,2025-12-01,Maintain Current Operations
Tamil Nadu,Salem,2025-12-01,Maintain Current Operations
Tamil Nadu,Sivaganga,2025-12-01,Maintain Current Operations
Tamil Nadu,Tenkasi,2025-12-01,Maintain Current Operations
Tamil Nadu,Thanjavur,2025-12-01,Maintain Current Operations
Tamil Nadu,The Nilgiris,2025-12-01,Maintain Current Operations
Tamil Nadu,Theni,2025-12-01,Maintain Current Operations
Tamil Nadu,Thiruvallur,2025-12-01,Maintain Current Operations
Tamil Nadu,Thiruvarur,2025-12-01,Maintain Current Operations
Tamil Nadu,Thoothukkudi,2025-12-01,Maintain Current Operations
Tamil Nadu,Tiruchirappalli,2025-12-01,Maintain Current Operations
Tamil Nadu,Tirunelveli,2025-12-01,Maintain Current Operations
Tamil Nadu,Tirupathur,2025-12-01,Maintain Current Operations
Tamil Nadu,Tirupattur,2025-12-01,Maintain Current Operations
Tamil Nadu,Tiruppur,2025-12-01,Maintain Current Operations
Tamil Nadu,Tiruvallur,2025-12-01,Maintain Current Operations
Tamil Nadu,Tiruvannamalai,2025-12-01,Maintain Current Operations
Tamil Nadu,Tiruvarur,2025-12-01,Maintain Current Operations
Tamil Nadu,Tuticorin,2025-12-01,Maintain Current Operations
Tamil Nadu,Vellore,2025-12-01,Maintain Current Operations
Tamil Nadu,Villupuram,2025-12-01,Maintain Current Operations
Tamil Nadu,Viluppuram,2025-12-01,Maintain Current Operations
Tamil Nadu,Virudhunagar,2025-12-01,Maintain Current Operations
Telangana,Adilabad,2025-12-01,Maintain Current Operations
Telangana,Bhadradri Kothagudem,2025-12-01,Maintain Current Operations
Telangana,Hanumakonda,2025-12-01,Maintain Current Operations
Telangana,Hyderabad,2025-12-01,Maintain Current Operations
Telangana,Jagitial,2025-12-01,Maintain Current Operations
Telangana,Jangaon,2025-12-01,Maintain Current Operations
Telangana,Jangoan,2025-12-01,Maintain Current Operations
Telangana,Jayashankar Bhupalpally,2025-12-01,Maintain Current Operations
Telangana,Jogulamba Gadwal,2025-12-01,Maintain Current Operations
Telangana,K.V. Rangareddy,2025-12-01,Maintain Current Operations
Telangana,Kamareddy,2025-12-01,Maintain Current Operations
Telangana,Karimnagar,2025-12-01,Maintain Current Operations
Telangana,Khammam,2025-12-01,Maintain Current Operations
Telangana,Komaram Bheem,2025-12-01,Maintain Current Operations
Telangana,Mahabubabad,2025-12-01,Maintain Current Operations
Telangana,Mahabubnagar,2025-12-01,Maintain Current Operations
Telangana,Mancherial,2025-12-01,Maintain Current Operations
Telangana,Medak,2025-12-01,Maintain Current Operations
Telangana,Medchal-Malkajgiri,2025-12-01,Maintain Current Operations
Telangana,Medchal?Malkajgiri,2025-12-01,Maintain Current Operations
Telangana,MedchalâMalkajgiri,2025-12-01,Maintain Current Operations
Telangana,Medchal−Malkajgiri,2025-12-01,Maintain Current Operations
Telangana,Mulugu,2025-12-01,Maintain Current Operations
Telangana,Nagarkurnool,2025-12-01,Maintain Current Operations
Telangana,Nalgonda,2025-12-01,Maintain Current Operations
Telangana,Narayanpet,2025-12-01,Maintain Current Operations
Telangana,Nirmal,2025-12-01,Maintain Current Operations
Telangana,Nizamabad,2025-12-01,Maintain Current Operations
Telangana,Peddapalli,2025-12-01,Maintain Current Operations
Telangana,Rajanna Sircilla,2025-12-01,Maintain Current Operations
Telangana,Rangareddy,2025-12-01,Maintain Current Operations
Telangana,Sangareddy,2025-12-01,Maintain Current Operations
Telangana,Siddipet,2025-12-01,Maintain Current Operations
Telangana,Suryapet,2025-12-01,Maintain Current Operations
Telangana,Vikarabad,2025-12-01,Maintain Current Operations
Telangana,Wanaparthy,2025-12-01,Maintain Current Operations
Telangana,Warangal,2025-12-01,Maintain Current Operations
Telangana,Warangal (Urban),2025-12-01,Maintain Current Operations
Telangana,Warangal Rural,2025-12-01,Maintain Current Operations
Telangana,Warangal Urban,2025-12-01,Maintain Current Operations
Telangana,Yadadri.,2025-12-01,Maintain Current Operations
Tripura,Dhalai,2025-12-01,Maintain Current Operations
Tripura,Dhalai  *,2025-12-01,Maintain Current Operations
Tripura,Gomati,2025-12-01,Maintain Current Operations
Tripura,Khowai,2025-12-01,Maintain Current Operations
Tripura,North Tripura,2025-12-01,Maintain Current Operations
Tripura,Sepahijala,2025-12-01,Maintain Current Operations
Tripura,South Tripura,2025-12-01,Maintain Current Operations
Tripura,Unakoti,2025-12-01,Maintain Current Operations
Tripura,West Tripura,2025-12-01,Maintain Current Operations
Uttar Pradesh,Agra,2025-12-01,Maintain Current Operations
Uttar Pradesh,Aligarh,2025-12-01,Maintain Current Operations
Uttar Pradesh,Allahabad,2025-12-01,Maintain Current Operations
Uttar Pradesh,Ambedkar Nagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Amethi,2025-12-01,Maintain Current Operations
Uttar Pradesh,Amroha,2025-12-01,Maintain Current Operations
Uttar Pradesh,Auraiya,2025-12-01,Maintain Current Operations
Uttar Pradesh,Ayodhya,2025-12-01,Maintain Current Operations
Uttar Pradesh,Azamgarh,2025-12-01,Maintain Current Operations
Uttar Pradesh,Baghpat,2025-12-01,Maintain Current Operations
Uttar Pradesh,Bagpat,2025-12-01,Maintain Current Operations
Uttar Pradesh,Bahraich,2025-12-01,Maintain Current Operations
Uttar Pradesh,Ballia,2025-12-01,Maintain Current Operations
Uttar Pradesh,Balrampur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Banda,2025-12-01,Maintain Current Operations
Uttar Pradesh,Bara Banki,2025-12-01,Maintain Current Operations
Uttar Pradesh,Barabanki,2025-12-01,Maintain Current Operations
Uttar Pradesh,Bareilly,2025-12-01,Maintain Current Operations
Uttar Pradesh,Basti,2025-12-01,Maintain Current Operations
Uttar Pradesh,Bhadohi,2025-12-01,Maintain Current Operations
Uttar Pradesh,Bijnor,2025-12-01,Maintain Current Operations
Uttar Pradesh,Budaun,2025-12-01,Maintain Current Operations
Uttar Pradesh,Bulandshahar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Bulandshahr,2025-12-01,Maintain Current Operations
Uttar Pradesh,Chandauli,2025-12-01,Maintain Current Operations
Uttar Pradesh,Chandauli *,2025-12-01,Maintain Current Operations
Uttar Pradesh,Chitrakoot,2025-12-01,Maintain Current Operations
Uttar Pradesh,Chitrakoot *,2025-12-01,Maintain Current Operations
Uttar Pradesh,Deoria,2025-12-01,Maintain Current Operations
Uttar Pradesh,Etah,2025-12-01,Maintain Current Operations
Uttar Pradesh,Etawah,2025-12-01,Maintain Current Operations
Uttar Pradesh,Faizabad,2025-12-01,Maintain Current Operations
Uttar Pradesh,Farrukhabad,2025-12-01,Maintain Current Operations
Uttar Pradesh,Fatehpur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Firozabad,2025-12-01,Maintain Current Operations
Uttar Pradesh,Gautam Buddha Nagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Ghaziabad,2025-12-01,Maintain Current Operations
Uttar Pradesh,Ghazipur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Gonda,2025-12-01,Maintain Current Operations
Uttar Pradesh,Gorakhpur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Hamirpur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Hapur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Hardoi,2025-12-01,Maintain Current Operations
Uttar Pradesh,Hathras,2025-12-01,Maintain Current Operations
Uttar Pradesh,Jalaun,2025-12-01,Maintain Current Operations
Uttar Pradesh,Jaunpur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Jhansi,2025-12-01,Maintain Current Operations
Uttar Pradesh,Jyotiba Phule Nagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Kannauj,2025-12-01,Maintain Current Operations
Uttar Pradesh,Kanpur Dehat,2025-12-01,Maintain Current Operations
Uttar Pradesh,Kanpur Nagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Kasganj,2025-12-01,Maintain Current Operations
Uttar Pradesh,Kaushambi,2025-12-01,Maintain Current Operations
Uttar Pradesh,Kheri,2025-12-01,Maintain Current Operations
Uttar Pradesh,Kushinagar,2025-12-01,Maintain Current Operations
Uttar Pradesh,Kushinagar *,2025-12-01,Maintain Current Operations
Uttar Pradesh,Lalitpur,2025-12-01,Maintain Current Operations
Uttar Pradesh,Lucknow,2025-12-01,Maintain Current Operations
Uttar Pradesh,Maharajganj,2025-12-01,Maintain Current Operations
Uttar Pradesh,Mahoba,2025-12-01,Maintain Current Operations
Uttar Pradesh,Mahrajganj,2025-12-01,Maintain Current Operations
Uttar Pradesh,Mainpuri,2025-12-01,Maintain Current Operations
Uttar Pradesh,Mathura,2025-12-01,Maintain Current Operations
Uttar Pradesh,Mau,2025-12-01,Maintain Current Operations
Uttar Pradesh,Meerut,2025-12-01,Maintain Current Operations
Uttar Pradesh,Mirzapur,2025-12-01,Maintain Current Operations
